customer_id,name,email,Country,age,signup_date,marketing_opt_in
6327,Heather Owens,usanchez@example.org,Canada,46,12-06-2023,FALSE
6328,Kathleen Larson,ibrewer@example.org,France,40,06-08-2021,TRUE
6329,Whitney Carlson,lisasnow@example.net,Germany,71,21-03-2024,FALSE
6330,Tyler Pham,brian23@example.org,France,61,01-05-2020,TRUE
6331,Rhonda Peters,crobertson@example.com,France,22,24-12-2021,FALSE
6332,Leon Williams,kgreen@example.net,Germany,65,09-06-2024,TRUE
6333,Joseph Castillo,jjones@example.net,Australia,45,07-07-2025,FALSE
6334,Michael Rodriguez,gilbertashley@example.net,Sweden,29,19-04-2022,TRUE
6335,Jimmy Pena,ysmith@example.org,France,49,06-03-2020,TRUE
6336,Kevin Smith,bailey55@example.net,United States,68,25-02-2024,TRUE
6337,Christina Moore,mpatton@example.com,United Kingdom,74,26-11-2021,TRUE
6338,Kristen Gross DVM,schneiderjames@example.com,Germany,23,14-01-2025,TRUE
6339,David Fleming,snelson@example.com,United States,19,14-09-2024,TRUE
6340,Colleen Maldonado,taylorsally@example.com,Japan,24,12-06-2024,TRUE
6341,Brittney Jacobs,nathan04@example.com,United States,59,09-09-2023,TRUE
6342,Christine Mann,gregory31@example.org,Canada,21,05-12-2023,TRUE
6343,Aaron Howard,xhernandez@example.net,Japan,56,15-03-2020,TRUE
6344,Alec Fitzgerald,chadhernandez@example.com,United Arab Emirates,60,13-09-2023,TRUE
6345,Andrea Mcfarland,susan82@example.com,India,71,28-07-2024,TRUE
6346,Lisa Smith,robert75@example.com,Australia,63,31-10-2023,TRUE
6347,David Kelly,thomasmoore@example.net,France,63,22-03-2021,TRUE
6348,Jason Todd,cholt@example.com,United States,55,05-03-2021,FALSE
6349,Justin Anderson,marvineverett@example.org,United States,67,27-09-2023,FALSE
6350,Amy Williams,michellemoore@example.net,India,24,01-01-2024,FALSE
6351,Catherine Leonard,angelasingleton@example.org,Sweden,70,24-08-2021,FALSE
6352,Whitney Johnson,jasonzavala@example.org,Mexico,20,18-08-2023,TRUE
6353,Thomas Robinson,barbara02@example.org,Australia,65,17-10-2023,TRUE
6354,Mary Weaver,codysingleton@example.net,South Africa,67,15-05-2025,FALSE
6355,Jacob Smith,valvarez@example.com,United Kingdom,40,06-09-2024,TRUE
6356,Nicholas Cabrera,jerry49@example.net,Mexico,38,03-11-2023,TRUE
6357,Kimberly Gilbert,dhale@example.com,United States,21,27-03-2020,TRUE
6358,Jeanette Franklin,aliciamcknight@example.org,Brazil,29,10-11-2024,FALSE
6359,Lonnie Montgomery,michael18@example.net,United States,39,30-03-2023,TRUE
6360,Jordan Vasquez,opittman@example.net,Singapore,46,03-07-2023,TRUE
6361,Timothy Smith,clarkjennifer@example.com,Brazil,19,13-05-2024,TRUE
6362,Patrick Black,oroberts@example.org,Canada,24,26-08-2020,FALSE
6363,Jeremiah Lane,blawson@example.net,Brazil,41,26-07-2020,TRUE
6364,Jose Schwartz,andrea36@example.net,United Arab Emirates,69,17-10-2025,FALSE
6365,Danielle Osborn,kpalmer@example.org,United States,48,12-08-2020,TRUE
6366,Julie Moody,natashafrench@example.org,France,48,15-08-2024,TRUE
6367,Eric Hobbs,itran@example.org,Brazil,61,16-07-2021,FALSE
6368,Garrett Scott,amber60@example.net,France,44,20-04-2025,TRUE
6369,Stephanie Harding,ocasey@example.net,Germany,52,25-05-2024,TRUE
6370,Henry Pierce,gcannon@example.org,United Kingdom,52,18-07-2025,TRUE
6371,Heather Hall,burnsbrianna@example.org,South Africa,29,21-07-2022,FALSE
6372,Shane Sheppard,henrydorsey@example.com,United States,26,16-01-2020,FALSE
6373,Julie Richardson,rblair@example.net,Australia,20,17-08-2022,FALSE
6374,Lisa Thomas,phowell@example.org,United Kingdom,46,16-09-2021,TRUE
6375,Thomas Koch,vpoole@example.com,South Africa,19,07-11-2020,TRUE
6376,Angela Thompson,yprice@example.com,United States,72,23-09-2023,FALSE
6377,Antonio Mccormick,carolyn36@example.org,Sweden,29,26-10-2023,FALSE
6378,Kyle Wright,kim78@example.com,Australia,53,16-06-2021,TRUE
6379,Ronnie Ray,contrerasbrandon@example.org,Germany,68,01-04-2021,FALSE
6380,Jerry Stanley,tturner@example.com,United States,68,28-08-2020,FALSE
6381,Matthew Douglas,gonzalezsierra@example.org,India,24,06-03-2022,FALSE
6382,Kristen Crawford,samantha13@example.com,Australia,41,21-07-2024,FALSE
6383,Amy Yoder,ffry@example.com,Germany,23,30-12-2023,FALSE
6384,Dorothy Hutchinson,owensjoshua@example.net,Netherlands,35,22-06-2022,FALSE
6385,Billy Gregory DVM,ynelson@example.net,United States,28,21-05-2021,TRUE
6386,Kathryn Morales,ryanraymond@example.com,United States,74,16-01-2024,TRUE
6387,Hunter Smith,jonesaustin@example.net,Netherlands,55,11-05-2024,FALSE
6388,Edwin Evans,joseph89@example.org,India,19,03-08-2021,FALSE
6389,Eric Harris,schan@example.com,United States,26,21-05-2020,TRUE
6390,Sarah Bright,cheryldaniels@example.com,United Kingdom,34,03-06-2020,FALSE
6391,Ashley Sanders,randrews@example.net,India,57,29-12-2023,TRUE
6392,Jamie Lopez,hernandezdavid@example.com,United States,31,28-07-2020,FALSE
6393,Alyssa Peters,scottfields@example.org,Australia,55,24-08-2024,TRUE
6394,Jason Crawford,richardpugh@example.com,United States,26,15-09-2022,TRUE
6395,Michelle Casey,bonnie26@example.org,Singapore,59,28-12-2021,TRUE
6396,Victoria Miller,mcdanielcarla@example.com,Australia,53,02-05-2023,TRUE
6397,Matthew Simpson,williamsbrenda@example.org,Germany,69,08-10-2024,TRUE
6398,Craig Calderon,chad82@example.net,South Africa,37,26-10-2024,TRUE
6399,Jordan Alvarez,robertblack@example.com,Germany,37,26-05-2023,TRUE
6400,Sarah Pierce,egould@example.com,United States,28,07-05-2025,TRUE
6401,Edward Hicks,qfernandez@example.net,Spain,35,27-06-2020,FALSE
6402,Brandon Meyer,davidmartinez@example.net,France,44,01-08-2024,TRUE
6403,Grace Hensley,laura09@example.net,United Kingdom,26,03-06-2020,FALSE
6404,Michael Pierce,andrew12@example.org,France,49,05-10-2024,FALSE
6405,Beth Armstrong,samuelcross@example.org,Australia,37,19-03-2022,FALSE
6406,Dennis Parks,elizabethhanna@example.org,Netherlands,37,18-01-2023,TRUE
6407,Gregory Hart,mariaturner@example.org,Brazil,64,12-11-2024,TRUE
6408,Connie Gonzalez,cynthiavelazquez@example.org,United States,55,03-06-2021,FALSE
6409,Cristina Torres,omeza@example.com,United Arab Emirates,37,10-03-2021,FALSE
6410,James Cox MD,nathan23@example.net,United States,70,08-08-2021,FALSE
6411,Rachel Bridges,shannon32@example.com,Germany,50,04-02-2024,TRUE
6412,Joshua Davenport,jordan97@example.org,Brazil,75,04-02-2023,FALSE
6413,Taylor Henderson,kevin70@example.net,United States,38,21-07-2022,TRUE
6414,Christopher Grant,gherrera@example.org,United States,67,07-10-2025,TRUE
6415,Ashley Holt,nicoleorr@example.org,United States,60,15-06-2020,FALSE
6416,Jonathan Hanson,uhunt@example.net,Canada,27,19-10-2023,TRUE
6417,Hannah Ramirez,renee52@example.com,Brazil,68,13-03-2025,TRUE
6418,Alan Gilbert,mark79@example.org,Mexico,59,03-09-2024,TRUE
6419,Roy Mendoza,sanderschristina@example.net,Poland,38,31-07-2022,FALSE
6420,Richard Lane,joseph46@example.net,India,43,25-06-2025,TRUE
6421,Cynthia Griffin,samuelmurray@example.org,United States,62,28-05-2020,TRUE
6422,Richard Bowen,bishoptim@example.net,United States,32,26-11-2020,TRUE
6423,Maria Travis,janet05@example.net,Sweden,52,15-10-2020,TRUE
6424,Christian Huffman,amanda77@example.com,United Kingdom,53,14-05-2023,FALSE
6425,Justin Anderson,hunterjames@example.net,Singapore,41,26-07-2021,TRUE
6426,William Morris,leekaren@example.com,United States,52,06-08-2022,TRUE
6427,Miss Erin Crawford,clayton27@example.com,Netherlands,43,17-01-2021,FALSE
6428,Sean Graham,jamesmurphy@example.org,Netherlands,39,10-05-2025,TRUE
6429,Judith Peterson,chasewilliams@example.org,South Africa,62,18-12-2021,FALSE
6430,David Miller,barbara88@example.org,United States,75,27-04-2020,FALSE
6431,Patricia Parker,robertsmith@example.org,Singapore,22,28-02-2020,FALSE
6432,Aimee Fleming,brianna87@example.org,Mexico,49,20-04-2023,FALSE
6433,Kenneth Tran,johnsonyolanda@example.net,France,44,16-05-2025,TRUE
6434,Michael Gonzalez,heatherwatts@example.com,Canada,69,01-04-2024,TRUE
6435,Daniel Alexander,duffydestiny@example.org,United States,56,23-03-2020,TRUE
6436,Alexander Wells,hchambers@example.org,United States,50,20-10-2023,FALSE
6437,Crystal Gonzalez,higginslinda@example.com,Poland,59,08-02-2023,TRUE
6438,Nathaniel King,eburns@example.net,Singapore,37,13-06-2022,TRUE
6439,Paul Perez,arios@example.com,India,43,30-05-2023,TRUE
6440,Judy Adams,mariethomas@example.org,United Kingdom,30,01-10-2022,TRUE
6441,Michael Dillon,sharpbrianna@example.net,France,67,26-06-2020,FALSE
6442,Laura Ingram,william07@example.com,India,18,21-06-2021,TRUE
6443,Savannah Long,matthew64@example.org,Germany,51,04-04-2023,TRUE
6444,Mark Dyer,milleraaron@example.com,Singapore,55,11-01-2025,TRUE
6445,Melissa Patel,edward91@example.com,Spain,31,08-04-2022,TRUE
6446,Taylor Walters,willieholland@example.net,United States,19,17-11-2023,TRUE
6447,Michael Sawyer,vthompson@example.com,United Arab Emirates,21,19-08-2024,TRUE
6448,Bradley Walker,jamie51@example.com,Germany,62,07-02-2024,FALSE
6449,Lori Stokes,christopherhernandez@example.org,Mexico,46,06-04-2021,FALSE
6450,Heather Harmon,lindseyalicia@example.net,Netherlands,21,11-10-2021,TRUE
6451,Jennifer Mckinney,garybauer@example.org,India,57,15-07-2024,FALSE
6452,Sara Roberts,joshua48@example.com,Brazil,32,02-01-2024,FALSE
6453,Lisa Ward,jeff81@example.com,Germany,33,22-07-2023,FALSE
6454,Stephen Carr,evanssamantha@example.com,France,26,11-01-2020,FALSE
6455,Gary Graham,sarah63@example.com,Brazil,45,27-04-2022,TRUE
6456,James Mendoza,pgilbert@example.net,United States,61,27-03-2023,FALSE
6457,Christina Aguilar,scottbeverly@example.org,Germany,72,31-08-2023,TRUE
6458,Paul Ward,tmartinez@example.com,Australia,72,17-05-2023,TRUE
6459,Lance Collier,newtonkimberly@example.org,India,67,05-04-2024,FALSE
6460,Shelby Reeves,xperez@example.org,Brazil,62,21-12-2024,TRUE
6461,William Cochran,jessedavis@example.com,United States,72,15-08-2025,FALSE
6462,Patrick Chambers,rschwartz@example.org,Netherlands,39,25-03-2022,TRUE
6463,Patrick Valdez,parkerkimberly@example.org,United Arab Emirates,41,19-11-2020,FALSE
6464,Linda Hammond,maryjohnson@example.org,Spain,32,23-02-2024,TRUE
6465,Mr. Michael Howell,misty99@example.org,United Kingdom,32,04-07-2022,FALSE
6466,Lindsey Drake,jweaver@example.net,Singapore,69,24-09-2025,FALSE
6467,Mr. Jonathan Hodges,sean37@example.org,India,53,30-11-2021,TRUE
6468,Danielle Smith,susan91@example.com,Mexico,29,01-04-2022,FALSE
6469,Jennifer Rivas,kingjeremy@example.net,Singapore,74,24-06-2023,TRUE
6470,Timothy Daniels,juankennedy@example.com,Sweden,38,16-08-2025,TRUE
6471,Regina Aguilar,paulwilliams@example.com,France,33,04-03-2021,FALSE
6472,Amanda Sanchez,phillipsjulie@example.net,France,27,18-04-2022,TRUE
6473,Joseph Martin,christiancarney@example.net,Mexico,73,31-10-2020,TRUE
6474,Kayla Torres,cameroncindy@example.net,United Kingdom,50,16-09-2025,TRUE
6475,Aaron Mendez,peckchase@example.net,Brazil,49,16-08-2021,FALSE
6476,Manuel Bailey,vthomas@example.net,Poland,63,16-01-2023,TRUE
6477,Susan Murphy,xowens@example.org,United States,75,14-02-2023,TRUE
6478,Jason Dickson,johnsonethan@example.net,Brazil,53,30-07-2021,TRUE
6479,Becky Hunter,andrewrobertson@example.org,Japan,61,15-09-2021,TRUE
6480,Robert Ryan,pwolfe@example.org,United Kingdom,44,19-07-2022,TRUE
6481,Brittney Frazier,swilson@example.org,Germany,37,07-08-2023,TRUE
6482,Dr. Tiffany Haynes,diane84@example.com,Sweden,60,21-04-2024,TRUE
6483,Anthony Jimenez,dale28@example.net,Brazil,33,21-03-2025,FALSE
6484,Olivia Adams,steven02@example.org,Germany,57,21-04-2024,TRUE
6485,Debra Willis,alvaradojonathon@example.org,United Kingdom,33,13-12-2021,TRUE
6486,Jennifer Wilson,nsanchez@example.org,United States,55,18-06-2021,FALSE
6487,Tiffany Tyler,andrea21@example.com,United States,41,20-04-2021,TRUE
6488,Gary Morgan,theresahartman@example.com,Australia,34,15-06-2025,TRUE
6489,Ruth Garrett,emilyhoffman@example.org,United Arab Emirates,39,15-04-2022,TRUE
6490,Lori Vincent,lindseyward@example.org,United States,67,16-08-2024,FALSE
6491,Samantha Gillespie,bwright@example.net,France,58,13-01-2021,FALSE
6492,Jennifer Gonzales,canderson@example.com,Sweden,75,11-10-2024,FALSE
6493,Anthony Carson,sromero@example.com,United States,66,31-08-2022,FALSE
6494,Colleen Schultz,kendra64@example.net,United States,32,11-12-2021,TRUE
6495,Robert Griffin,rhopkins@example.com,Japan,67,19-07-2024,FALSE
6496,Christopher Garza,smithjacob@example.com,Singapore,74,28-06-2025,TRUE
6497,Megan Smith,william52@example.net,United States,56,18-08-2020,TRUE
6498,Joe Hartman,michaelfisher@example.com,Netherlands,35,14-12-2020,FALSE
6499,Dominique Buchanan,deborah72@example.com,United States,31,19-04-2023,TRUE
6500,Ann Ross,taylor77@example.net,Netherlands,53,04-02-2023,FALSE
6501,Gina Coleman,krivera@example.net,France,57,01-05-2024,TRUE
6502,Samantha Perez,brandon71@example.org,Poland,30,19-10-2022,FALSE
6503,Christopher Stewart,rwilliams@example.org,Brazil,22,10-10-2023,TRUE
6504,Mark Scott,kmitchell@example.com,United Kingdom,33,01-05-2024,TRUE
6505,Carolyn Greene,michael23@example.net,Canada,70,23-07-2023,TRUE
6506,Miranda Carson,arnoldmichelle@example.net,Sweden,19,02-11-2023,FALSE
6507,Wendy Rasmussen,grahamcynthia@example.com,Netherlands,23,14-02-2025,FALSE
6508,Megan Wright,jamescraig@example.net,United Kingdom,22,14-09-2020,TRUE
6509,Eric Moss,ianboone@example.org,India,35,20-07-2021,FALSE
6510,Whitney Keller,gonzalezbryan@example.org,United Arab Emirates,19,18-12-2020,FALSE
6511,Michael Bell,jramos@example.com,India,64,07-10-2024,TRUE
6512,Donna Harris,brandonruiz@example.org,Singapore,23,29-09-2025,TRUE
6513,Rose Wallace,athomas@example.org,Germany,35,15-08-2024,FALSE
6514,Richard Travis,dfreeman@example.org,United States,23,03-08-2022,FALSE
6515,Emily Wallace,smercado@example.net,United States,55,15-02-2022,FALSE
6516,William Jordan,thomassusan@example.com,Germany,52,10-03-2022,FALSE
6517,Lori Nguyen,aschmidt@example.org,Japan,52,30-04-2024,TRUE
6518,Christopher Clark,qhubbard@example.com,United Kingdom,60,19-12-2021,FALSE
6519,Jessica Parsons,brandon48@example.net,United Arab Emirates,57,19-04-2025,TRUE
6520,Morgan Davis,lorrainebrooks@example.net,Germany,42,16-06-2022,TRUE
6521,Maria Stewart,cbrock@example.org,Germany,34,07-08-2023,TRUE
6522,Elaine Craig,albertcook@example.com,United Arab Emirates,48,12-07-2022,TRUE
6523,Steven Patterson,xruiz@example.org,United States,36,06-12-2022,TRUE
6524,Michelle Bates,beckynelson@example.net,South Africa,63,17-03-2022,FALSE
6525,Joseph Holt,steven25@example.com,Mexico,61,24-09-2023,FALSE
6526,Katie Rodriguez,qreese@example.com,United States,60,05-04-2025,TRUE
6527,Samantha Mills,phillipsdevin@example.org,France,25,04-01-2025,FALSE
6528,Monica Chen,brianturner@example.org,Mexico,73,16-12-2021,TRUE
6529,Joseph Thomas,timothyadams@example.org,United States,64,11-04-2020,FALSE
6530,Carly Porter,allison22@example.org,United Kingdom,75,07-12-2020,FALSE
6531,Jennifer Cox,lynnrobinson@example.com,Australia,50,14-05-2021,TRUE
6532,Mrs. Ashlee Baker,scottnichols@example.net,Japan,46,20-01-2025,FALSE
6533,Kayla Wong,phillipscody@example.com,Canada,65,26-08-2020,FALSE
6534,John Morris,amandafitzpatrick@example.net,Spain,37,03-05-2023,FALSE
6535,Michelle Brown,katherine88@example.net,United Kingdom,31,25-06-2025,TRUE
6536,Ebony Schmidt,jared41@example.org,Spain,36,04-08-2024,TRUE
6537,Bryan Weber,natashafletcher@example.net,Mexico,33,03-01-2024,TRUE
6538,Crystal Fletcher,gjohnson@example.com,France,25,12-05-2022,TRUE
6539,Francisco Steele,rodriguezhaley@example.org,Netherlands,39,02-01-2025,TRUE
6540,Kevin Lopez,kimberly03@example.net,France,37,01-01-2020,TRUE
6541,Susan Austin,karen23@example.net,India,60,12-10-2023,TRUE
6542,Brandy Gregory,xbell@example.org,Poland,65,04-02-2025,FALSE
6543,David Scott,amberperez@example.com,United States,61,13-07-2024,FALSE
6544,Samuel Graves,lsmith@example.net,United Kingdom,42,04-08-2020,TRUE
6545,Susan Knight,gordonmariah@example.org,Japan,33,10-12-2023,TRUE
6546,Jennifer Watson,martinjacobson@example.org,Spain,55,29-05-2021,TRUE
6547,Daniel Smith,higginsteresa@example.org,France,72,29-08-2020,FALSE
6548,Steve King,autumnmoss@example.com,Mexico,73,24-07-2024,TRUE
6549,Jimmy Nelson,jamesfitzpatrick@example.com,United Kingdom,25,05-02-2024,FALSE
6550,Tracy Dawson,johnnykennedy@example.com,Singapore,56,28-11-2022,TRUE
6551,Jessica Collins,daniel69@example.net,Japan,65,12-12-2024,TRUE
6552,Michele Moore,robertsbarbara@example.com,Spain,56,13-12-2023,FALSE
6553,Jeffrey Smith,blackkatelyn@example.org,Germany,73,18-04-2024,FALSE
6554,Joanna Douglas,corycampbell@example.com,United States,26,21-02-2020,FALSE
6555,Jason Miller,boydgregory@example.org,France,23,15-04-2021,FALSE
6556,Nicholas Gross,tpena@example.org,United States,51,28-03-2021,TRUE
6557,Deanna Brown,ann95@example.net,United States,31,24-08-2023,TRUE
6558,Jeremy Parker,melaniejohnson@example.net,United States,58,10-01-2021,FALSE
6559,Lisa Mclean,briana99@example.com,Canada,34,08-01-2020,TRUE
6560,Brandon Hutchinson,kfranklin@example.org,India,35,17-12-2020,TRUE
6561,Steve Whitehead,riveraheidi@example.net,South Africa,26,21-05-2021,TRUE
6562,Molly Diaz,rquinn@example.com,India,54,28-09-2020,TRUE
6563,Robert Jones,christine63@example.org,United States,39,02-04-2022,FALSE
6564,Joyce Arnold,morapatricia@example.com,India,41,19-06-2024,TRUE
6565,Andre Eaton,crawfordfrancisco@example.com,Sweden,57,20-10-2020,FALSE
6566,Michael Shannon,larry84@example.com,India,39,27-01-2021,TRUE
6567,Julia Duncan,mike06@example.com,United States,19,25-12-2023,TRUE
6568,Michael Rodriguez,lindamcintyre@example.com,Brazil,53,22-12-2023,FALSE
6569,Jason Shaw,scottrobert@example.net,Sweden,28,15-08-2023,TRUE
6570,Kenneth Carter,spencereric@example.org,Germany,54,28-01-2022,FALSE
6571,Michael Giles,jeremymartinez@example.org,France,70,15-08-2020,FALSE
6572,Debra Sullivan,craigstone@example.com,United Kingdom,18,18-12-2024,FALSE
6573,Amanda Smith,andreasmith@example.com,India,34,06-08-2025,FALSE
6574,Regina Harrison,dsimmons@example.com,United Kingdom,43,17-05-2021,TRUE
6575,David Norton,amandahooper@example.net,Brazil,51,18-08-2020,TRUE
6576,Rebecca Brown,keithvaughn@example.com,Japan,21,20-02-2023,TRUE
6577,Justin Rodriguez,hestrada@example.net,Spain,55,24-08-2022,TRUE
6578,Kristen Gray,morrisjason@example.net,Poland,40,06-06-2024,FALSE
6579,Timothy Wright,heidi93@example.net,India,72,14-11-2023,FALSE
6580,Jason Baker,kathynelson@example.com,Brazil,29,08-03-2023,FALSE
6581,Andrew Wright,nancy09@example.com,Canada,22,20-06-2024,FALSE
6582,Jessica Boyd,jenniferthompson@example.org,United States,71,10-09-2021,TRUE
6583,Elizabeth Morales,hmccall@example.com,France,72,15-01-2022,TRUE
6584,Travis Lopez,daniellerodriguez@example.net,Mexico,63,18-03-2023,TRUE
6585,John Jackson,michael18@example.org,Brazil,50,17-01-2022,TRUE
6586,Denise Perez,cturner@example.com,India,29,27-01-2020,FALSE
6587,Tony Valenzuela,stevensparks@example.org,United States,28,15-09-2021,FALSE
6588,April Larsen,michelle09@example.net,Australia,46,02-07-2022,FALSE
6589,Kathryn Rivera,jdelgado@example.org,United States,26,14-02-2024,TRUE
6590,Joseph Davis,richard55@example.com,United States,62,02-12-2020,FALSE
6591,Craig Nelson,matthew92@example.com,Brazil,26,18-03-2025,TRUE
6592,Taylor Golden,susanhunt@example.com,India,29,03-05-2024,TRUE
6593,Troy Diaz,onealalexandria@example.com,Netherlands,37,18-06-2020,TRUE
6594,Hannah Kaufman,scottruiz@example.com,Poland,24,10-09-2023,TRUE
6595,Cindy Gutierrez,hburton@example.com,United States,59,04-03-2020,TRUE
6596,Karen Williamson,jessica91@example.org,Poland,37,05-10-2024,TRUE
6597,Brandon Barker,jennifer28@example.net,Japan,67,10-11-2023,TRUE
6598,Andrea Moore,jbowers@example.net,Canada,41,13-04-2025,TRUE
6599,James Aguilar,jessekeller@example.org,United States,75,04-04-2025,FALSE
6600,Brian Donovan,david00@example.org,Germany,43,16-03-2022,TRUE
6601,Christopher Herrera,burnettangela@example.org,United Kingdom,33,02-05-2024,TRUE
6602,Alfred Mckay,michaelroberts@example.com,Sweden,22,20-02-2025,TRUE
6603,Laura Lang,nathaniel52@example.net,Germany,20,26-03-2022,FALSE
6604,James Howe,doyletiffany@example.net,Brazil,25,26-06-2023,FALSE
6605,Mathew Farmer,nancywebster@example.com,United States,58,03-09-2024,TRUE
6606,Carl Alexander,myersbarbara@example.org,India,42,27-02-2020,TRUE
6607,Patricia Murphy,maxwellwebb@example.net,India,66,06-06-2024,FALSE
6608,Brandy Smith,bhernandez@example.org,United Arab Emirates,42,05-06-2022,FALSE
6609,Donna Jones,patrick03@example.org,United States,38,19-10-2025,FALSE
6610,Sarah Mendez,warrenmark@example.net,Spain,74,06-11-2024,FALSE
6611,Sandra Harris,yrichardson@example.com,United Kingdom,60,11-08-2024,FALSE
6612,David Weiss,mercedes09@example.net,Mexico,28,20-03-2020,TRUE
6613,Michael Hoffman,cory53@example.net,Mexico,18,23-04-2024,TRUE
6614,Stephanie Young,samanthajackson@example.com,Australia,39,22-05-2022,TRUE
6615,Marissa Wolfe,andersonstacey@example.net,Singapore,57,07-08-2022,TRUE
6616,Jimmy Stone,monicacallahan@example.net,Netherlands,43,19-11-2020,TRUE
6617,Pamela Davis,gking@example.net,India,43,24-11-2023,FALSE
6618,Patricia Vang,austin73@example.net,Australia,19,12-06-2020,FALSE
6619,Heather Thompson,miranda15@example.com,Canada,24,04-05-2022,TRUE
6620,Charles Anderson,kruiz@example.net,Canada,71,07-08-2021,TRUE
6621,Julia Cox,thomas31@example.org,Germany,57,27-03-2025,TRUE
6622,Ashley Brown,patrick68@example.net,France,75,13-05-2024,TRUE
6623,Alicia Bridges,porterdanny@example.net,Mexico,31,08-09-2023,TRUE
6624,James Garcia,perezevelyn@example.com,France,53,04-03-2022,FALSE
6625,Sandra Camacho,joelevans@example.org,Brazil,18,28-07-2025,FALSE
6626,James Brady,nwilson@example.com,South Africa,59,17-05-2025,TRUE
6627,Chelsea Reyes DDS,james88@example.net,India,68,18-07-2023,TRUE
6628,Joshua Rice,hoffmanshawn@example.com,Japan,63,19-06-2023,TRUE
6629,Amy King,kathleenrodriguez@example.com,United Kingdom,70,07-03-2025,TRUE
6630,Natalie Smith,cartersusan@example.net,Japan,53,13-03-2021,FALSE
6631,Jeffery Parrish,ubond@example.org,Germany,33,22-11-2023,TRUE
6632,Gregory Delgado,christine90@example.net,Canada,29,04-05-2020,FALSE
6633,Christopher King,heather20@example.net,United States,60,26-03-2024,TRUE
6634,Anna Peters,greenmatthew@example.com,South Africa,42,18-09-2025,TRUE
6635,Cheryl Lawrence,haileydawson@example.net,France,47,09-04-2022,FALSE
6636,Lisa Henry,christinegarrett@example.net,Brazil,39,26-12-2021,TRUE
6637,Jesus Torres,moorerichard@example.net,Mexico,51,03-09-2020,TRUE
6638,Joshua Jackson,penajennifer@example.net,United Kingdom,72,25-06-2021,TRUE
6639,Michael Walls,andersonmikayla@example.com,United States,19,20-09-2024,TRUE
6640,Elizabeth Kennedy,myoung@example.com,Spain,41,12-06-2022,FALSE
6641,Cynthia Berry,arthurcastro@example.org,Brazil,19,20-04-2020,TRUE
6642,Brittany Kelly,stephaniecampbell@example.org,United Kingdom,43,03-05-2024,TRUE
6643,Cody Noble,jessicasmith@example.com,Spain,58,05-08-2025,FALSE
6644,Ronald Cook,amandadawson@example.com,United Arab Emirates,48,12-06-2024,FALSE
6645,Andrea Wood,cpace@example.com,Canada,68,15-01-2021,TRUE
6646,Joshua Rosales,aaronwise@example.net,Japan,39,28-05-2020,FALSE
6647,Robert Welch,karenjones@example.net,Singapore,45,16-04-2025,FALSE
6648,Brandon Briggs,monica77@example.net,India,55,10-05-2022,TRUE
6649,Danny Miller,onewman@example.org,United States,25,07-06-2022,FALSE
6650,John Dunn,zobrien@example.org,Canada,58,27-01-2024,TRUE
6651,Katrina Martinez,beltranlynn@example.net,Brazil,20,24-09-2025,TRUE
6652,Kimberly Calhoun,megan14@example.com,France,42,30-12-2024,TRUE
6653,Victoria Wright,beardjennifer@example.net,United Kingdom,56,03-05-2021,TRUE
6654,Donald Rubio,jenniferluna@example.org,Germany,19,30-07-2025,TRUE
6655,Sara Dawson,jenniferlucero@example.net,Canada,70,21-11-2021,FALSE
6656,Michelle Carlson,jimmyking@example.net,Brazil,31,27-02-2022,FALSE
6657,Paul Perry,torresdavid@example.org,France,60,03-09-2020,TRUE
6658,Beverly Stone,robingilmore@example.org,United Kingdom,33,09-06-2022,TRUE
6659,Vincent Warren,lynn83@example.net,Japan,63,23-10-2022,FALSE
6660,Ashley Preston,arnoldvictoria@example.org,United States,20,15-10-2025,FALSE
6661,Crystal Newman,ivan68@example.com,Netherlands,72,07-10-2021,TRUE
6662,Dr. Gabriela Reynolds PhD,carolinejones@example.com,Sweden,42,31-12-2021,FALSE
6663,Dwayne Wang,hthomas@example.org,Netherlands,33,23-05-2022,FALSE
6664,Andrea Cunningham,richardbrown@example.org,United Kingdom,31,08-07-2022,TRUE
6665,Bianca Dorsey,gcook@example.org,United States,48,31-08-2024,TRUE
6666,Kara Smith,zjames@example.net,India,64,04-07-2020,FALSE
6667,Justin Brown,watkinsanthony@example.net,Japan,48,08-06-2025,TRUE
6668,Kaitlin Lucero,kyle57@example.org,United States,61,26-09-2024,TRUE
6669,Natalie Oliver MD,destinydiaz@example.com,Australia,26,01-01-2020,TRUE
6670,Robert Austin,michaela90@example.org,Brazil,49,16-11-2023,TRUE
6671,Carrie Scott,danielmorales@example.com,Germany,66,16-06-2024,FALSE
6672,Gregory Cannon,andreabrown@example.org,Singapore,38,24-11-2021,TRUE
6673,Brandy Hamilton,kathleenedwards@example.org,Germany,64,30-04-2022,TRUE
6674,Timothy Allen,kathleen75@example.org,Mexico,38,04-12-2020,FALSE
6675,David Jones,maria66@example.org,United States,73,17-11-2021,FALSE
6676,Shirley Flores,jacoblowe@example.com,India,38,28-12-2021,TRUE
6677,Jeffrey Bates,jackie57@example.net,Japan,46,06-11-2023,TRUE
6678,Bruce Wallace,brittanycobb@example.org,Japan,19,13-10-2025,TRUE
6679,Lisa Miller,parkerheather@example.org,United Kingdom,25,02-09-2020,FALSE
6680,Vincent Ryan,bartonsean@example.net,United States,57,01-06-2024,FALSE
